place_verse_id,reference_id,place_label_id,place_id,place_label,place_label_count,place_verse_sequence,place_verse_notes
GEN 22:11__heaven_2_1,GEN 22:11,heaven_2_1,heaven_2,heaven,1,674,a voice from the sky rather than a spiritual abode?
GEN 22:12__NA,GEN 22:12,NA,NA,NA,,675,
GEN 22:13__NA,GEN 22:13,NA,NA,NA,,676,
GEN 22:14__The LORD Will Provide_1_1,GEN 22:14,The LORD Will Provide_1_1,The LORD Will Provide_1,The LORD Will Provide,1,677,
GEN 22:15__heaven_2_1,GEN 22:15,heaven_2_1,heaven_2,heaven,1,678,a voice from the sky rather than outer space or a spiritual abode?
GEN 22:16__NA,GEN 22:16,NA,NA,NA,,679,
GEN 22:17__heaven_1_1,GEN 22:17,heaven_1_1,heaven_1,heaven,1,680,the place of the stars
GEN 22:18__NA,GEN 22:18,NA,NA,NA,,681,
GEN 22:19__Beersheba_1_1,GEN 22:19,Beersheba_1_1,Beersheba_1,Beersheba,2,682,
GEN 22:20__NA,GEN 22:20,NA,NA,NA,,683,
GEN 22:21__NA,GEN 22:21,NA,NA,NA,,684,
GEN 22:22__NA,GEN 22:22,NA,NA,NA,,685,
GEN 22:23__NA,GEN 22:23,NA,NA,NA,,686,
GEN 22:24__NA,GEN 22:24,NA,NA,NA,,687,
GEN 23:1__NA,GEN 23:1,NA,NA,NA,,688,
GEN 23:2__Hebron_1_2,GEN 23:2,Hebron_1_2,Hebron_1,Kiriath-arba,1,689,
GEN 23:2__Hebron_1_1,GEN 23:2,Hebron_1_1,Hebron_1,Hebron,1,690,
GEN 23:2__Canaan_1_1,GEN 23:2,Canaan_1_1,Canaan_1,Canaan,1,691,the land of Canaan
GEN 23:3__NA,GEN 23:3,NA,NA,NA,,692,
GEN 23:4__NA,GEN 23:4,NA,NA,NA,,693,
GEN 23:5__NA,GEN 23:5,NA,NA,NA,,694,
GEN 23:6__NA,GEN 23:6,NA,NA,NA,,695,
GEN 23:7__NA,GEN 23:7,NA,NA,NA,,696,
GEN 23:8__NA,GEN 23:8,NA,NA,NA,,697,
GEN 23:9__Machpelah_1_1,GEN 23:9,Machpelah_1_1,Machpelah_1,Machpelah,1,698,cave of Machpelah
GEN 23:10__NA,GEN 23:10,NA,NA,NA,,699,
GEN 23:11__NA,GEN 23:11,NA,NA,NA,,700,
GEN 23:12__NA,GEN 23:12,NA,NA,NA,,701,
GEN 23:13__NA,GEN 23:13,NA,NA,NA,,702,
GEN 23:14__NA,GEN 23:14,NA,NA,NA,,703,
GEN 23:15__NA,GEN 23:15,NA,NA,NA,,704,
GEN 23:16__NA,GEN 23:16,NA,NA,NA,,705,
GEN 23:17__Machpelah_1_1,GEN 23:17,Machpelah_1_1,Machpelah_1,Machpelah,1,706,
GEN 23:17__Mamre_1_1,GEN 23:17,Mamre_1_1,Mamre_1,Mamre,1,707,
GEN 23:18__NA,GEN 23:18,NA,NA,NA,,708,
GEN 23:19__Machpelah_1_1,GEN 23:19,Machpelah_1_1,Machpelah_1,Machpelah,1,709,
GEN 23:19__Mamre_1_1,GEN 23:19,Mamre_1_1,Mamre_1,Mamre,1,710,
GEN 23:19__Hebron_1_1,GEN 23:19,Hebron_1_1,Hebron_1,Hebron,1,711,the connection Hebron is with Machpelah rather than Mamre
GEN 23:19__Canaan_1_1,GEN 23:19,Canaan_1_1,Canaan_1,Canaan,1,712,the land of Canaan
GEN 23:20__NA,GEN 23:20,NA,NA,NA,,713,
GEN 24:1__NA,GEN 24:1,NA,NA,NA,,714,
GEN 24:2__NA,GEN 24:2,NA,NA,NA,,715,
GEN 24:3__NA,GEN 24:3,NA,NA,NA,,716,
GEN 24:4__NA,GEN 24:4,NA,NA,NA,,717,
GEN 24:5__NA,GEN 24:5,NA,NA,NA,,718,
GEN 24:6__NA,GEN 24:6,NA,NA,NA,,719,
GEN 24:7__heaven_1_1,GEN 24:7,heaven_1_1,heaven_1,heaven,1,720,the place of the stars (see GEN 15:5)
GEN 24:8__NA,GEN 24:8,NA,NA,NA,,721,
GEN 24:9__NA,GEN 24:9,NA,NA,NA,,722,
GEN 24:10__Mesopotamia_1_1,GEN 24:10,Mesopotamia_1_1,Mesopotamia_1,Mesopotamia,1,723,
GEN 24:10__Nahor_1_1,GEN 24:10,Nahor_1_1,Nahor_1,Nahor,1,724,
GEN 24:11__NA,GEN 24:11,NA,NA,NA,,725,
GEN 24:12__NA,GEN 24:12,NA,NA,NA,,726,
GEN 24:13__NA,GEN 24:13,NA,NA,NA,,727,
GEN 24:14__NA,GEN 24:14,NA,NA,NA,,728,
GEN 24:15__NA,GEN 24:15,NA,NA,NA,,729,
GEN 24:16__NA,GEN 24:16,NA,NA,NA,,730,
GEN 24:17__NA,GEN 24:17,NA,NA,NA,,731,
GEN 24:18__NA,GEN 24:18,NA,NA,NA,,732,
GEN 24:19__NA,GEN 24:19,NA,NA,NA,,733,
GEN 24:20__NA,GEN 24:20,NA,NA,NA,,734,
GEN 24:21__NA,GEN 24:21,NA,NA,NA,,735,
GEN 24:22__NA,GEN 24:22,NA,NA,NA,,736,
GEN 24:23__NA,GEN 24:23,NA,NA,NA,,737,
GEN 24:24__NA,GEN 24:24,NA,NA,NA,,738,
GEN 24:25__NA,GEN 24:25,NA,NA,NA,,739,
GEN 24:26__NA,GEN 24:26,NA,NA,NA,,740,
GEN 24:27__NA,GEN 24:27,NA,NA,NA,,741,
GEN 24:28__NA,GEN 24:28,NA,NA,NA,,742,
GEN 24:29__NA,GEN 24:29,NA,NA,NA,,743,
GEN 24:30__NA,GEN 24:30,NA,NA,NA,,744,
GEN 24:31__NA,GEN 24:31,NA,NA,NA,,745,
GEN 24:32__NA,GEN 24:32,NA,NA,NA,,746,
GEN 24:33__NA,GEN 24:33,NA,NA,NA,,747,
GEN 24:34__NA,GEN 24:34,NA,NA,NA,,748,
GEN 24:35__NA,GEN 24:35,NA,NA,NA,,749,
GEN 24:36__NA,GEN 24:36,NA,NA,NA,,750,
GEN 24:37__NA,GEN 24:37,NA,NA,NA,,751,
GEN 24:38__NA,GEN 24:38,NA,NA,NA,,752,
GEN 24:39__NA,GEN 24:39,NA,NA,NA,,753,
GEN 24:40__NA,GEN 24:40,NA,NA,NA,,754,
GEN 24:41__NA,GEN 24:41,NA,NA,NA,,755,
GEN 24:42__NA,GEN 24:42,NA,NA,NA,,756,
GEN 24:43__NA,GEN 24:43,NA,NA,NA,,757,
GEN 24:44__NA,GEN 24:44,NA,NA,NA,,758,
GEN 24:45__NA,GEN 24:45,NA,NA,NA,,759,
GEN 24:46__NA,GEN 24:46,NA,NA,NA,,760,
GEN 24:47__NA,GEN 24:47,NA,NA,NA,,761,
GEN 24:48__NA,GEN 24:48,NA,NA,NA,,762,
GEN 24:49__NA,GEN 24:49,NA,NA,NA,,763,
GEN 24:50__NA,GEN 24:50,NA,NA,NA,,764,
GEN 24:51__NA,GEN 24:51,NA,NA,NA,,765,
GEN 24:52__NA,GEN 24:52,NA,NA,NA,,766,
GEN 24:53__NA,GEN 24:53,NA,NA,NA,,767,
GEN 24:54__NA,GEN 24:54,NA,NA,NA,,768,
GEN 24:55__NA,GEN 24:55,NA,NA,NA,,769,
GEN 24:56__NA,GEN 24:56,NA,NA,NA,,770,
GEN 24:57__NA,GEN 24:57,NA,NA,NA,,771,
GEN 24:58__NA,GEN 24:58,NA,NA,NA,,772,
GEN 24:59__NA,GEN 24:59,NA,NA,NA,,773,
GEN 24:60__NA,GEN 24:60,NA,NA,NA,,774,
GEN 24:61__NA,GEN 24:61,NA,NA,NA,,775,
GEN 24:62__Beer-lahai-roi_1_1,GEN 24:62,Beer-lahai-roi_1_1,Beer-lahai-roi_1,Beer-lahai-roi,1,776,
GEN 24:62__Negev_1_1,GEN 24:62,Negev_1_1,Negev_1,Negev,1,777,
GEN 24:63__NA,GEN 24:63,NA,NA,NA,,778,
GEN 24:64__NA,GEN 24:64,NA,NA,NA,,779,
GEN 24:65__NA,GEN 24:65,NA,NA,NA,,780,
GEN 24:66__NA,GEN 24:66,NA,NA,NA,,781,
GEN 24:67__NA,GEN 24:67,NA,NA,NA,,782,
GEN 25:1__NA,GEN 25:1,NA,NA,NA,,783,
GEN 25:2__NA,GEN 25:2,NA,NA,NA,,784,
GEN 25:3__NA,GEN 25:3,NA,NA,NA,,785,
GEN 25:4__NA,GEN 25:4,NA,NA,NA,,786,
GEN 25:5__NA,GEN 25:5,NA,NA,NA,,787,
GEN 25:6__Land of the East_1_1,GEN 25:6,Land of the East_1_1,Land of the East_1,Land of the East,1,788,
GEN 25:7__NA,GEN 25:7,NA,NA,NA,,789,
GEN 25:8__NA,GEN 25:8,NA,NA,NA,,790,
GEN 25:9__Machpelah_1_1,GEN 25:9,Machpelah_1_1,Machpelah_1,Machpelah,1,791,
GEN 25:9__Mamre_1_1,GEN 25:9,Mamre_1_1,Mamre_1,Mamre,1,792,
GEN 25:10__NA,GEN 25:10,NA,NA,NA,,793,
GEN 25:11__Beer-lahai-roi_1_1,GEN 25:11,Beer-lahai-roi_1_1,Beer-lahai-roi_1,Beer-lahai-roi,1,794,
GEN 25:12__NA,GEN 25:12,NA,NA,NA,,795,
GEN 25:13__NA,GEN 25:13,NA,NA,NA,,796,
GEN 25:14__NA,GEN 25:14,NA,NA,NA,,797,
GEN 25:15__NA,GEN 25:15,NA,NA,NA,,798,
GEN 25:16__NA,GEN 25:16,NA,NA,NA,,799,
GEN 25:17__NA,GEN 25:17,NA,NA,NA,,800,
GEN 25:18__Havilah_2_1,GEN 25:18,Havilah_2_1,Havilah_2,Havilah,1,801,
GEN 25:18__Mount Seir_1_1,GEN 25:18,Mount Seir_1_1,Mount Seir_1,Mount Seir,1,802,
GEN 25:18__Egypt_1_1,GEN 25:18,Egypt_1_1,Egypt_1,Egypt,1,803,
GEN 25:18__Assyria_1_1,GEN 25:18,Assyria_1_1,Assyria_1,Assyria,1,804,
GEN 25:19__NA,GEN 25:19,NA,NA,NA,,805,
GEN 25:20__Paddan-aram_1_1,GEN 25:20,Paddan-aram_1_1,Paddan-aram_1,Paddan-aram,1,806,
GEN 25:21__NA,GEN 25:21,NA,NA,NA,,807,
GEN 25:22__NA,GEN 25:22,NA,NA,NA,,808,
GEN 25:23__NA,GEN 25:23,NA,NA,NA,,809,
GEN 25:24__NA,GEN 25:24,NA,NA,NA,,810,
GEN 25:25__NA,GEN 25:25,NA,NA,NA,,811,
GEN 25:26__NA,GEN 25:26,NA,NA,NA,,812,
GEN 25:27__NA,GEN 25:27,NA,NA,NA,,813,
GEN 25:28__NA,GEN 25:28,NA,NA,NA,,814,
GEN 25:29__NA,GEN 25:29,NA,NA,NA,,815,
GEN 25:30__NA,GEN 25:30,NA,NA,NA,,816,
GEN 25:31__NA,GEN 25:31,NA,NA,NA,,817,
GEN 25:32__NA,GEN 25:32,NA,NA,NA,,818,
GEN 25:33__NA,GEN 25:33,NA,NA,NA,,819,
GEN 25:34__NA,GEN 25:34,NA,NA,NA,,820,
GEN 26:1__Gerar_1_1,GEN 26:1,Gerar_1_1,Gerar_1,Gerar,1,821,
GEN 26:2__Egypt_1_1,GEN 26:2,Egypt_1_1,Egypt_1,Egypt,1,822,
GEN 26:3__NA,GEN 26:3,NA,NA,NA,,823,
GEN 26:4__NA,GEN 26:4,NA,NA,NA,,824,
GEN 26:5__NA,GEN 26:5,NA,NA,NA,,825,
GEN 26:6__Gerar_1_1,GEN 26:6,Gerar_1_1,Gerar_1,Gerar,1,826,
GEN 26:7__NA,GEN 26:7,NA,NA,NA,,827,
GEN 26:8__NA,GEN 26:8,NA,NA,NA,,828,
GEN 26:9__NA,GEN 26:9,NA,NA,NA,,829,
GEN 26:10__NA,GEN 26:10,NA,NA,NA,,830,
GEN 26:11__NA,GEN 26:11,NA,NA,NA,,831,
GEN 26:12__NA,GEN 26:12,NA,NA,NA,,832,
GEN 26:13__NA,GEN 26:13,NA,NA,NA,,833,
GEN 26:14__NA,GEN 26:14,NA,NA,NA,,834,
GEN 26:15__NA,GEN 26:15,NA,NA,NA,,835,
GEN 26:16__NA,GEN 26:16,NA,NA,NA,,836,
GEN 26:17__Gerar_1_1,GEN 26:17,Gerar_1_1,Gerar_1,Gerar,1,837,the valley of Gerar
GEN 26:18__NA,GEN 26:18,NA,NA,NA,,838,
GEN 26:19__NA,GEN 26:19,NA,NA,NA,,839,
GEN 26:20__Gerar_1_1,GEN 26:20,Gerar_1_1,Gerar_1,Gerar,1,840,
GEN 26:20__Esek_1_1,GEN 26:20,Esek_1_1,Esek_1,Esek,1,841,
GEN 26:21__Sitnah_1_1,GEN 26:21,Sitnah_1_1,Sitnah_1,Sitnah,1,842,
GEN 26:22__Rehoboth_1_1,GEN 26:22,Rehoboth_1_1,Rehoboth_1,Rehoboth,1,843,
GEN 26:23__Beersheba_1_1,GEN 26:23,Beersheba_1_1,Beersheba_1,Beersheba,1,844,
GEN 26:24__NA,GEN 26:24,NA,NA,NA,,845,
GEN 26:25__NA,GEN 26:25,NA,NA,NA,,846,
GEN 26:26__Gerar_1_1,GEN 26:26,Gerar_1_1,Gerar_1,Gerar,1,847,
GEN 26:27__NA,GEN 26:27,NA,NA,NA,,848,
GEN 26:28__NA,GEN 26:28,NA,NA,NA,,849,
GEN 26:29__NA,GEN 26:29,NA,NA,NA,,850,
GEN 26:30__NA,GEN 26:30,NA,NA,NA,,851,
GEN 26:31__NA,GEN 26:31,NA,NA,NA,,852,
GEN 26:32__NA,GEN 26:32,NA,NA,NA,,853,
GEN 26:33__Shiba_1_1,GEN 26:33,Shiba_1_1,Shiba_1,Shiba,1,854,
GEN 26:33__Beersheba_1_1,GEN 26:33,Beersheba_1_1,Beersheba_1,Beersheba,1,855,
GEN 26:34__NA,GEN 26:34,NA,NA,NA,,856,
GEN 26:35__NA,GEN 26:35,NA,NA,NA,,857,
GEN 27:1__NA,GEN 27:1,NA,NA,NA,,858,
GEN 27:2__NA,GEN 27:2,NA,NA,NA,,859,
GEN 27:3__NA,GEN 27:3,NA,NA,NA,,860,
GEN 27:4__NA,GEN 27:4,NA,NA,NA,,861,
GEN 27:5__NA,GEN 27:5,NA,NA,NA,,862,
GEN 27:6__NA,GEN 27:6,NA,NA,NA,,863,
GEN 27:7__NA,GEN 27:7,NA,NA,NA,,864,
GEN 27:8__NA,GEN 27:8,NA,NA,NA,,865,
GEN 27:9__NA,GEN 27:9,NA,NA,NA,,866,
GEN 27:10__NA,GEN 27:10,NA,NA,NA,,867,
GEN 27:11__NA,GEN 27:11,NA,NA,NA,,868,
GEN 27:12__NA,GEN 27:12,NA,NA,NA,,869,
GEN 27:13__NA,GEN 27:13,NA,NA,NA,,870,
GEN 27:14__NA,GEN 27:14,NA,NA,NA,,871,
GEN 27:15__NA,GEN 27:15,NA,NA,NA,,872,
GEN 27:16__NA,GEN 27:16,NA,NA,NA,,873,
GEN 27:17__NA,GEN 27:17,NA,NA,NA,,874,
GEN 27:18__NA,GEN 27:18,NA,NA,NA,,875,
GEN 27:19__NA,GEN 27:19,NA,NA,NA,,876,
GEN 27:20__NA,GEN 27:20,NA,NA,NA,,877,
GEN 27:21__NA,GEN 27:21,NA,NA,NA,,878,
GEN 27:22__NA,GEN 27:22,NA,NA,NA,,879,
GEN 27:23__NA,GEN 27:23,NA,NA,NA,,880,
GEN 27:24__NA,GEN 27:24,NA,NA,NA,,881,
GEN 27:25__NA,GEN 27:25,NA,NA,NA,,882,
GEN 27:26__NA,GEN 27:26,NA,NA,NA,,883,
GEN 27:27__NA,GEN 27:27,NA,NA,NA,,884,
GEN 27:28__heaven_2_1,GEN 27:28,heaven_2_1,heaven_2,heaven,1,885,dew of heaven
GEN 27:28__earth_2_2,GEN 27:28,earth_2_2,earth_2,earth,1,886,fatness of the earth
GEN 27:29__NA,GEN 27:29,NA,NA,NA,,887,
GEN 27:30__NA,GEN 27:30,NA,NA,NA,,888,
GEN 27:31__NA,GEN 27:31,NA,NA,NA,,889,
GEN 27:32__NA,GEN 27:32,NA,NA,NA,,890,
GEN 27:33__NA,GEN 27:33,NA,NA,NA,,891,
GEN 27:34__NA,GEN 27:34,NA,NA,NA,,892,
GEN 27:35__NA,GEN 27:35,NA,NA,NA,,893,
GEN 27:36__NA,GEN 27:36,NA,NA,NA,,894,
GEN 27:37__NA,GEN 27:37,NA,NA,NA,,895,
GEN 27:38__NA,GEN 27:38,NA,NA,NA,,896,
GEN 27:39__earth_2_2,GEN 27:39,earth_2_2,earth_2,earth,1,897,fatness of the earth
GEN 27:39__heaven_2_1,GEN 27:39,heaven_2_1,heaven_2,heaven,1,898,dew of heaven
GEN 27:40__NA,GEN 27:40,NA,NA,NA,,899,
GEN 27:41__NA,GEN 27:41,NA,NA,NA,,900,
GEN 27:42__NA,GEN 27:42,NA,NA,NA,,901,
GEN 27:43__Haran_1_1,GEN 27:43,Haran_1_1,Haran_1,Haran,1,902,
GEN 27:44__NA,GEN 27:44,NA,NA,NA,,903,
GEN 27:45__NA,GEN 27:45,NA,NA,NA,,904,
GEN 27:46__NA,GEN 27:46,NA,NA,NA,,905,
GEN 28:1__NA,GEN 28:1,NA,NA,NA,,906,Canaan here is the individual rather than the location
GEN 28:2__Paddan-aram_1_1,GEN 28:2,Paddan-aram_1_1,Paddan-aram_1,Paddan-aram,1,907,
GEN 28:3__NA,GEN 28:3,NA,NA,NA,,908,
GEN 28:4__NA,GEN 28:4,NA,NA,NA,,909,
GEN 28:5__Paddan-aram_1_1,GEN 28:5,Paddan-aram_1_1,Paddan-aram_1,Paddan-aram,1,910,
GEN 28:6__Paddan-aram_1_1,GEN 28:6,Paddan-aram_1_1,Paddan-aram_1,Paddan-aram,1,911,
GEN 28:7__Paddan-aram_1_1,GEN 28:7,Paddan-aram_1_1,Paddan-aram_1,Paddan-aram,1,912,
GEN 28:8__NA,GEN 28:8,NA,NA,NA,,913,Canaan here is the individual rather than the location
GEN 28:9__NA,GEN 28:9,NA,NA,NA,,914,
GEN 28:10__Beersheba_1_1,GEN 28:10,Beersheba_1_1,Beersheba_1,Beersheba,1,915,
GEN 28:10__Haran_1_1,GEN 28:10,Haran_1_1,Haran_1,Haran,1,916,
GEN 28:11__NA,GEN 28:11,NA,NA,NA,,917,
GEN 28:12__NA,GEN 28:12,NA,NA,NA,,918,
GEN 28:13__NA,GEN 28:13,NA,NA,NA,,919,
GEN 28:14__NA,GEN 28:14,NA,NA,NA,,920,
GEN 28:15__NA,GEN 28:15,NA,NA,NA,,921,
GEN 28:16__NA,GEN 28:16,NA,NA,NA,,922,
GEN 28:17__NA,GEN 28:17,NA,NA,NA,,923,
GEN 28:18__NA,GEN 28:18,NA,NA,NA,,924,
GEN 28:19__Bethel_1_1,GEN 28:19,Bethel_1_1,Bethel_1,Bethel,1,925,
GEN 28:19__Bethel_1_2,GEN 28:19,Bethel_1_2,Bethel_1,Luz,1,926,
GEN 28:20__NA,GEN 28:20,NA,NA,NA,,927,
GEN 28:21__NA,GEN 28:21,NA,NA,NA,,928,
GEN 28:22__NA,GEN 28:22,NA,NA,NA,,929,
GEN 29:1__Land of the East_1_1,GEN 29:1,Land of the East_1_1,Land of the East_1,Land of the East,1,930,land of the sons of the east
GEN 29:2__NA,GEN 29:2,NA,NA,NA,,931,
GEN 29:3__NA,GEN 29:3,NA,NA,NA,,932,
GEN 29:4__Haran_1_1,GEN 29:4,Haran_1_1,Haran_1,Haran,1,933,
GEN 29:5__NA,GEN 29:5,NA,NA,NA,,934,
GEN 29:6__NA,GEN 29:6,NA,NA,NA,,935,
GEN 29:7__NA,GEN 29:7,NA,NA,NA,,936,
GEN 29:8__NA,GEN 29:8,NA,NA,NA,,937,
GEN 29:9__NA,GEN 29:9,NA,NA,NA,,938,
GEN 29:10__NA,GEN 29:10,NA,NA,NA,,939,
GEN 29:11__NA,GEN 29:11,NA,NA,NA,,940,
GEN 29:12__NA,GEN 29:12,NA,NA,NA,,941,
GEN 29:13__NA,GEN 29:13,NA,NA,NA,,942,
GEN 29:14__NA,GEN 29:14,NA,NA,NA,,943,
GEN 29:15__NA,GEN 29:15,NA,NA,NA,,944,
GEN 29:16__NA,GEN 29:16,NA,NA,NA,,945,
GEN 29:17__NA,GEN 29:17,NA,NA,NA,,946,
GEN 29:18__NA,GEN 29:18,NA,NA,NA,,947,
GEN 29:19__NA,GEN 29:19,NA,NA,NA,,948,
GEN 29:20__NA,GEN 29:20,NA,NA,NA,,949,
GEN 29:21__NA,GEN 29:21,NA,NA,NA,,950,
GEN 29:22__NA,GEN 29:22,NA,NA,NA,,951,
GEN 29:23__NA,GEN 29:23,NA,NA,NA,,952,
GEN 29:24__NA,GEN 29:24,NA,NA,NA,,953,
GEN 29:25__NA,GEN 29:25,NA,NA,NA,,954,
GEN 29:26__NA,GEN 29:26,NA,NA,NA,,955,
GEN 29:27__NA,GEN 29:27,NA,NA,NA,,956,
GEN 29:28__NA,GEN 29:28,NA,NA,NA,,957,
GEN 29:29__NA,GEN 29:29,NA,NA,NA,,958,
GEN 29:30__NA,GEN 29:30,NA,NA,NA,,959,
GEN 29:31__NA,GEN 29:31,NA,NA,NA,,960,
GEN 29:32__NA,GEN 29:32,NA,NA,NA,,961,
GEN 29:33__NA,GEN 29:33,NA,NA,NA,,962,
GEN 29:34__NA,GEN 29:34,NA,NA,NA,,963,
GEN 29:35__NA,GEN 29:35,NA,NA,NA,,964,
GEN 30:1__NA,GEN 30:1,NA,NA,NA,,965,
GEN 30:2__NA,GEN 30:2,NA,NA,NA,,966,
GEN 30:3__NA,GEN 30:3,NA,NA,NA,,967,
GEN 30:4__NA,GEN 30:4,NA,NA,NA,,968,
GEN 30:5__NA,GEN 30:5,NA,NA,NA,,969,
GEN 30:6__NA,GEN 30:6,NA,NA,NA,,970,
GEN 30:7__NA,GEN 30:7,NA,NA,NA,,971,
GEN 30:8__NA,GEN 30:8,NA,NA,NA,,972,
GEN 30:9__NA,GEN 30:9,NA,NA,NA,,973,
GEN 30:10__NA,GEN 30:10,NA,NA,NA,,974,
GEN 30:11__NA,GEN 30:11,NA,NA,NA,,975,
GEN 30:12__NA,GEN 30:12,NA,NA,NA,,976,
GEN 30:13__NA,GEN 30:13,NA,NA,NA,,977,
GEN 30:14__NA,GEN 30:14,NA,NA,NA,,978,
GEN 30:15__NA,GEN 30:15,NA,NA,NA,,979,
GEN 30:16__NA,GEN 30:16,NA,NA,NA,,980,
GEN 30:17__NA,GEN 30:17,NA,NA,NA,,981,
GEN 30:18__NA,GEN 30:18,NA,NA,NA,,982,
GEN 30:19__NA,GEN 30:19,NA,NA,NA,,983,
GEN 30:20__NA,GEN 30:20,NA,NA,NA,,984,
GEN 30:21__NA,GEN 30:21,NA,NA,NA,,985,
GEN 30:22__NA,GEN 30:22,NA,NA,NA,,986,
GEN 30:23__NA,GEN 30:23,NA,NA,NA,,987,
GEN 30:24__NA,GEN 30:24,NA,NA,NA,,988,
GEN 30:25__NA,GEN 30:25,NA,NA,NA,,989,
GEN 30:26__NA,GEN 30:26,NA,NA,NA,,990,
GEN 30:27__NA,GEN 30:27,NA,NA,NA,,991,
GEN 30:28__NA,GEN 30:28,NA,NA,NA,,992,
GEN 30:29__NA,GEN 30:29,NA,NA,NA,,993,
GEN 30:30__NA,GEN 30:30,NA,NA,NA,,994,
GEN 30:31__NA,GEN 30:31,NA,NA,NA,,995,
GEN 30:32__NA,GEN 30:32,NA,NA,NA,,996,
GEN 30:33__NA,GEN 30:33,NA,NA,NA,,997,
GEN 30:34__NA,GEN 30:34,NA,NA,NA,,998,
GEN 30:35__NA,GEN 30:35,NA,NA,NA,,999,
GEN 30:36__NA,GEN 30:36,NA,NA,NA,,1000,
GEN 30:37__NA,GEN 30:37,NA,NA,NA,,1001,
GEN 30:38__NA,GEN 30:38,NA,NA,NA,,1002,
GEN 30:39__NA,GEN 30:39,NA,NA,NA,,1003,
GEN 30:40__NA,GEN 30:40,NA,NA,NA,,1004,
GEN 30:41__NA,GEN 30:41,NA,NA,NA,,1005,
GEN 30:42__NA,GEN 30:42,NA,NA,NA,,1006,
GEN 30:43__NA,GEN 30:43,NA,NA,NA,,1007,
GEN 31:1__NA,GEN 31:1,NA,NA,NA,,1008,
GEN 31:2__NA,GEN 31:2,NA,NA,NA,,1009,
GEN 31:3__NA,GEN 31:3,NA,NA,NA,,1010,
GEN 31:4__NA,GEN 31:4,NA,NA,NA,,1011,
GEN 31:5__NA,GEN 31:5,NA,NA,NA,,1012,
GEN 31:6__NA,GEN 31:6,NA,NA,NA,,1013,
GEN 31:7__NA,GEN 31:7,NA,NA,NA,,1014,
GEN 31:8__NA,GEN 31:8,NA,NA,NA,,1015,
GEN 31:9__NA,GEN 31:9,NA,NA,NA,,1016,
GEN 31:10__NA,GEN 31:10,NA,NA,NA,,1017,
GEN 31:11__NA,GEN 31:11,NA,NA,NA,,1018,
GEN 31:12__NA,GEN 31:12,NA,NA,NA,,1019,
GEN 31:13__Bethel_1_1,GEN 31:13,Bethel_1_1,Bethel_1,Bethel,1,1020,
GEN 31:14__NA,GEN 31:14,NA,NA,NA,,1021,
GEN 31:15__NA,GEN 31:15,NA,NA,NA,,1022,
GEN 31:16__NA,GEN 31:16,NA,NA,NA,,1023,
GEN 31:17__NA,GEN 31:17,NA,NA,NA,,1024,
GEN 31:18__Paddan-aram_1_1,GEN 31:18,Paddan-aram_1_1,Paddan-aram_1,Paddan-aram,1,1025,
GEN 31:18__Canaan_1_1,GEN 31:18,Canaan_1_1,Canaan_1,Canaan,1,1026,the land of Canaan
GEN 31:19__NA,GEN 31:19,NA,NA,NA,,1027,
GEN 31:20__NA,GEN 31:20,NA,NA,NA,,1028,
GEN 31:21__Euphrates_1_1,GEN 31:21,Euphrates_1_1,Euphrates_1,Euphrates,1,1029,the River
GEN 31:21__Gilead_1_1,GEN 31:21,Gilead_1_1,Gilead_1,Gilead,1,1030,the hill country of Gilead
GEN 31:22__NA,GEN 31:22,NA,NA,NA,,1031,
GEN 31:23__Gilead_1_1,GEN 31:23,Gilead_1_1,Gilead_1,Gilead,1,1032,the hill country of Gilead
GEN 31:24__NA,GEN 31:24,NA,NA,NA,,1033,
GEN 31:25__Gilead_1_1,GEN 31:25,Gilead_1_1,Gilead_1,Gilead,1,1034,the hill country of Gilead
GEN 31:26__NA,GEN 31:26,NA,NA,NA,,1035,
GEN 31:27__NA,GEN 31:27,NA,NA,NA,,1036,
GEN 31:28__NA,GEN 31:28,NA,NA,NA,,1037,
GEN 31:29__NA,GEN 31:29,NA,NA,NA,,1038,
GEN 31:30__NA,GEN 31:30,NA,NA,NA,,1039,
GEN 31:31__NA,GEN 31:31,NA,NA,NA,,1040,
GEN 31:32__NA,GEN 31:32,NA,NA,NA,,1041,
GEN 31:33__NA,GEN 31:33,NA,NA,NA,,1042,
GEN 31:34__NA,GEN 31:34,NA,NA,NA,,1043,
GEN 31:35__NA,GEN 31:35,NA,NA,NA,,1044,
GEN 31:36__NA,GEN 31:36,NA,NA,NA,,1045,
GEN 31:37__NA,GEN 31:37,NA,NA,NA,,1046,
GEN 31:38__NA,GEN 31:38,NA,NA,NA,,1047,
GEN 31:39__NA,GEN 31:39,NA,NA,NA,,1048,
GEN 31:40__NA,GEN 31:40,NA,NA,NA,,1049,
GEN 31:41__NA,GEN 31:41,NA,NA,NA,,1050,
GEN 31:42__NA,GEN 31:42,NA,NA,NA,,1051,
GEN 31:43__NA,GEN 31:43,NA,NA,NA,,1052,
GEN 31:44__NA,GEN 31:44,NA,NA,NA,,1053,
GEN 31:45__NA,GEN 31:45,NA,NA,NA,,1054,
GEN 31:46__NA,GEN 31:46,NA,NA,NA,,1055,
GEN 31:47__NA,GEN 31:47,NA,NA,NA,,1056,
GEN 31:48__NA,GEN 31:48,NA,NA,NA,,1057,
GEN 31:49__NA,GEN 31:49,NA,NA,NA,,1058,
